10,Paradigm, NEW_P1,,Paradigm, NEW_P1,,Paradigm, NEW_P1,,Paradigm, NEW_P1,,Paradigm, NEW_P1,,Paradigm, NEW_P1,,Paradigm, NEW_P1,,Paradigm, NEW_P1,,Paradigm, NEW_P1,,Paradigm, NEW_P1,
156,9529,,0.0,8170,34988486,,8519,,1.0,8171,36297439,,5521,32608312,,8171,14070928,,8171,31894973,,7529,,0.0,8270,14345930,,7529,,0.0
157,5520,31198455,,7519,,0.0,9519,,0.0,8271,36297439,,8071,32639574,,8271,14070928,,8271,31894973,,8529,,1.0,8070,14347437,,8529,,1.0
158,8171,31198456,,8519,,0.0,5521,32832031,,8270,36297512,,7529,,0.0,8270,14071001,,8270,31895046,,9529,,0.0,8071,14347646,,9529,,0.0
159,8271,31198456,,9519,,0.0,8071,32849354,,8070,36298345,,8529,,1.0,8070,14072183,,8070,31896079,,5520,18780134,,8070,14348166,,5520,11287306,
160,8070,31198479,,5521,35035486,,7529,,0.0,8170,36300440,,9529,,0.0,8170,14073929,,8071,31896095,,8171,18780135,,8170,14348858,,8171,11287307,
161,8270,31198529,,8071,35067067,,8529,,1.0,7519,,0.0,5520,32639575,,7519,,0.0,8070,31896132,,8271,18780135,,8071,14349486,,8271,11287307,
162,8071,31198562,,7529,,0.0,9529,,0.0,8519,,0.0,8171,32639575,,8519,,0.0,8071,31897283,,8070,18780163,,8070,14349507,,8270,11287380,
163,8070,31199201,,8529,,1.0,5520,32849355,,9519,,0.0,8271,32639575,,9519,,0.0,8170,31897974,,8270,18780208,,8071,14349890,,8070,11289078,
164,8071,31199232,,9529,,0.0,8171,32849356,,5521,36357440,,8270,32639648,,5521,14113929,,8070,31898302,,8071,18780390,,8070,14350473,,8071,11289478,
165,8070,31199282,,5520,35067067,,8271,32849356,,8071,38344899,,8070,32640850,,8071,14507549,,7071,31913676,,8070,18781039,,8071,14353126,,8070,11289569,
166,8071,31200351,,8171,35067068,,8270,32849429,,7529,,0.0,8071,32641494,,7529,,0.0,7070,31914101,,8071,18781086,,8070,14358956,,8071,11289895,
167,8070,31200369,,8271,35067068,,8070,32850866,,8529,,1.0,8170,32642576,,8529,,1.0,7071,31914380,,8070,18781129,,8071,14359363,,8170,11290308,
168,8071,31201039,,8070,35067092,,8071,32851330,,9529,,0.0,8070,32643258,,9529,,0.0,7070,31915257,,8071,18781179,,8070,14359680,,8070,11290442,
169,8170,31201457,,8071,35067130,,8170,32852357,,5520,38344900,,7519,,0.0,5520,14507550,,7519,,2.0,8070,18781682,,8071,14366019,,8071,11290461,
170,8070,31202048,,8270,35067141,,8070,32852384,,8171,38344900,,8519,,0.0,8171,14507550,,8519,,0.0,8071,18781826,,8070,14366082,,8070,11290654,
171,7519,,0.0,8070,35067217,,8071,32853150,,8271,38344900,,9519,,0.0,8271,14507550,,9519,,0.0,8070,18782106,,8071,14388443,,8071,11291614,
172,8519,,0.0,8071,35068519,,8070,32861017,,8070,38344920,,5521,32697576,,8270,14507623,,5521,31942974,,8071,18782519,,8070,14388748,,8070,11291817,
173,9519,,0.0,8170,35070069,,8071,32861293,,8270,38344973,,8071,33324122,,8070,14509859,,8071,31958213,,8170,18783136,,8071,14389068,,7519,,0.0
174,5521,31233457,,8070,35070717,,8070,32861552,,8071,38345020,,7529,,0.0,8170,14510551,,7529,,0.0,8070,18783547,,8070,14389385,,8519,,2.0
175,8071,31255991,,9071,35074437,,8071,32861671,,8070,38345060,,8529,,1.0,7519,,0.0,8529,,1.0,7519,,0.0,7519,,0.0,9519,,0.0
176,7529,,0.0,9070,35075570,,8070,32862032,,8071,38345128,,9529,,0.0,8519,,0.0,9529,,0.0,8519,,0.0,8519,,7.0,5521,11345308,
177,8529,,1.0,8071,35091193,,8071,32862104,,8070,38345600,,5520,33324123,,9519,,0.0,5520,31958214,,9519,,0.0,9519,,0.0,8071,11373713,
178,9529,,0.0,8070,35092806,,8070,32862593,,8071,38345623,,8171,33324124,,5521,14560551,,8171,31958214,,5521,18838136,,5521,14405858,,7529,,0.0
179,5520,31255992,,7519,,0.0,8071,32873115,,8070,38345702,,8271,33324124,,8071,27835207,,8271,31958214,,8071,18843896,,8071,14463840,,8529,,1.0
180,8171,31255993,,8519,,1.0,8070,32873391,,8071,38345740,,8270,33324197,,7529,,0.0,8270,31958287,,7529,,0.0,7529,,0.0,9529,,0.0
181,8271,31255993,,9519,,1.0,8071,32873460,,8070,38345802,,8070,33327067,,8529,,1.0,8070,31960108,,8529,,1.0,8529,,1.0,5520,11373714,
182,8070,31256010,,5521,35104069,,8070,32873743,,8170,38347901,,8170,33327125,,9529,,0.0,8170,31961216,,9529,,0.0,9529,,0.0,8171,11373715,
183,8270,31256066,,8071,35107345,,8071,32873857,,7519,,0.0,8071,33328816,,5520,27835208,,7519,,0.0,5520,18843897,,5520,14463841,,8271,11373715,
184,8071,31256167,,7529,,0.0,8070,32874532,,8519,,0.0,8070,33328841,,8171,27835208,,8519,,0.0,8171,18843897,,8171,14463842,,8270,11373788,
185,8070,31256220,,8529,,1.0,8071,32874637,,9519,,0.0,8071,33328872,,8271,27835208,,9519,,0.0,8271,18843897,,8271,14463842,,8070,11375285,
186,8071,31256347,,9529,,0.0,8070,32875717,,5521,38407901,,8070,33329261,,8270,27835281,,5521,32001216,,8070,18843945,,8270,14463915,,8071,11375624,
187,8070,31256392,,5520,35107346,,8071,32878547,,8071,38411314,,8071,33329891,,8070,27836712,,8071,32004801,,8270,18843970,,8070,14465201,,8070,11375821,
188,8071,31256423,,8171,35107346,,8070,32878740,,7529,,0.0,8070,33332525,,8170,27838209,,7529,,0.0,8071,18844173,,8170,14466843,,8170,11376716,
189,8070,31256474,,8271,35107346,,8071,32878832,,8529,,1.0,8071,33333276,,8071,27870790,,8529,,1.0,8070,18845087,,8071,14466928,,8071,11382308,
190,8071,31256523,,8270,35107419,,8070,32879409,,9529,,0.0,8070,33334261,,8070,27870881,,9529,,0.0,8071,18845104,,8070,14467220,,8070,11393619,
191,8070,31256540,,8070,35107616,,7519,,0.0,5520,38411315,,7519,,0.0,8071,27870928,,5520,32004802,,8070,18845398,,8071,14467628,,8071,11394702,
192,8071,31257300,,8071,35107672,,8519,,10.0,8171,38411315,,8519,,4.0,8070,27872873,,8171,32004802,,8071,18845546,,8070,14467671,,8070,11396442,
193,8070,31257692,,8070,35107697,,9519,,0.0,8271,38411315,,9519,,0.0,8071,27877522,,8271,32004802,,8070,18845564,,8071,14467681,,8071,11398450,
194,8170,31258994,,8071,35109835,,5521,32912357,,8270,38411388,,5521,33364125,,8070,27877961,,8270,32004875,,8071,18845632,,8070,14467788,,8070,11399252,
195,7519,,0.0,8070,35110022,,8071,32919370,,8070,38412603,,8071,33381832,,7519,,0.0,8070,32006372,,8070,18846080,,8071,14467901,,8071,11419812,
196,8519,,0.0,8170,35110347,,7529,,0.0,8170,38414316,,7529,,0.0,8519,,3.0,8071,32006636,,8071,18846109,,8070,14467981,,8070,11420427,
197,9519,,0.0,7519,,0.0,8529,,1.0,7519,,0.0,8529,,1.0,9519,,0.0,8070,32006770,,8070,18846219,,8071,14483503,,7071,11421553,
198,5521,31315994,,8519,,0.0,9529,,0.0,8519,,0.0,9529,,0.0,5521,27893209,,8071,32007014,,8170,18846898,,8070,14483597,,7070,11422468,
199,8071,31352638,,9519,,0.0,5520,32919371,,9519,,0.0,5520,33381833,,8071,27896812,,8170,32007803,,8071,18855620,,7519,,0.0,8071,11426487,
200,7529,,0.0,5521,35161347,,8171,32919371,,5521,38444316,,8171,33381833,,7529,,0.0,8070,32007996,,8070,18858743,,8519,,5.0,8070,11427012,
201,8529,,1.0,8071,35167521,,8271,32919371,,8071,40505505,,8271,33381833,,8529,,1.0,9071,32019486,,7519,,0.0,9519,,0.0,7519,,1.0
202,9529,,0.0,7529,,0.0,8270,32919444,,7529,,0.0,8270,33381906,,9529,,0.0,9070,32019631,,8519,,1.0,5521,14513843,,8519,,5.0
203,5520,31352639,,8529,,1.0,8070,32920562,,8529,,1.0,8070,33383669,,5520,27896812,,9071,32019654,,9519,,0.0,8071,15445109,,9519,,0.0
204,8171,31352639,,9529,,0.0,8170,32922372,,9529,,0.0,8170,33384834,,8171,27896813,,9070,32019911,,5521,18896898,,7529,,0.0,5521,11431716,
205,8271,31352639,,5520,35167522,,8071,32965350,,5520,40505506,,8071,33406379,,8271,27896813,,8071,32029716,,8071,31765741,,8529,,1.0,8071,11433918,
206,8070,31352653,,8171,35167522,,8070,32965568,,8171,40505506,,8070,33406410,,8270,27896886,,8070,32029896,,7529,,0.0,9529,,0.0,7529,,0.0
207,8270,31352712,,8271,35167522,,8071,32965872,,8271,40505506,,8071,33422163,,8070,27898557,,7519,,0.0,8529,,1.0,5520,15445110,,8529,,1.0
208,8071,31354484,,8070,35167536,,8070,32966431,,8070,40505522,,8070,33422341,,8170,27899814,,8519,,1.0,9529,,0.0,8171,15445110,,9529,,0.0
209,8070,31354548,,8270,35167595,,7519,,0.0,8071,40505564,,8071,33422582,,7519,,0.0,9519,,2.0,5520,31765742,,8271,15445110,,5520,11433919,
210,8170,31355640,,8071,35169788,,8519,,2.0,8270,40505579,,8070,33424088,,8519,,0.0,5521,32044803,,8171,31765742,,8270,15445183,,8171,11433920,
211,7519,,0.0,8070,35169827,,9519,,0.0,8070,40506734,,7519,,0.0,9519,,0.0,8071,32072897,,8271,31765742,,8070,15446598,,8271,11433920,
212,8519,,0.0,8170,35170523,,5521,32982372,,8170,40508507,,8519,,3.0,5521,27959814,,7529,,0.0,8070,31765778,,8170,15448111,,8270,11433993,
213,9519,,0.0,7519,,0.0,8071,33009551,,7519,,0.0,9519,,0.0,8071,27965816,,8529,,1.0,8270,31765815,,7519,,0.0,8070,11435636,
214,5521,31387640,,8519,,0.0,7529,,0.0,8519,,0.0,5521,33431834,,7529,,0.0,9529,,0.0,8071,31765889,,8519,,0.0,8071,11435682,
215,8071,31392581,,9519,,0.0,8529,,1.0,9519,,0.0,8071,33433412,,8529,,1.0,5520,32072898,,8070,31765984,,9519,,0.0,8070,11436001,
216,7529,,0.0,5521,35204523,,9529,,0.0,5521,40568507,,7529,,0.0,9529,,0.0,8171,32072898,,8071,31766059,,5521,15482112,,8170,11436921,
217,8529,,1.0,8071,35206574,,5520,33009552,,7071,41310503,,8529,,1.0,5520,27965817,,8271,32072898,,8070,31766097,,8071,16277947,,8071,11437157,
218,9529,,0.0,7529,,0.0,8171,33009553,,7070,41310830,,9529,,0.0,8171,27965817,,8270,32072971,,8071,31766133,,7529,,0.0,8070,11437253,
219,5520,31392582,,8529,,1.0,8271,33009553,,8071,41312785,,5520,33433413,,8271,27965817,,8070,32075106,,8070,31766202,,8529,,1.0,8071,11438045,
220,8171,31392582,,9529,,0.0,8270,33009626,,7529,,1.0,8171,33433414,,8270,27965890,,8170,32075899,,8071,31766539,,9529,,0.0,8070,11442957,
221,8271,31392582,,5520,35206574,,8070,33011128,,8529,,1.0,8271,33433414,,8070,27967754,,8071,32089712,,8070,31766846,,5520,16277948,,8071,11443760,
222,8270,31392655,,8171,35206575,,8170,33012554,,9529,,0.0,8270,33433487,,8170,27968818,,8070,32089777,,8071,31766874,,8171,16277948,,8070,11449979,
223,8070,31393123,,8271,35206575,,8071,33013516,,5520,41312786,,8070,33435004,,7519,,0.0,9071,32097617,,8070,31766887,,8271,16277948,,8071,11449998,
224,8071,31393154,,8270,35206648,,8070,33014085,,8171,41312787,,8170,33436416,,8519,,0.0,9070,32098059,,8071,31767089,,8270,16278021,,8070,11459176,
225,8070,31393208,,8070,35206848,,7519,,0.0,8271,41312787,,8071,33436641,,9519,,0.0,9071,32098733,,8070,31767249,,8070,16279703,,8071,11461220,
226,8071,31393249,,8170,35209576,,8519,,1.0,8270,41312860,,8070,33436774,,5521,28000818,,9070,32099511,,8071,31767291,,8170,16280949,,8070,11461903,
227,8070,31393275,,7519,,0.0,9519,,0.0,8070,41313838,,7519,,0.0,8071,28035885,,7519,,0.0,8070,31767366,,8071,16285393,,8071,11462179,
228,8071,31393352,,8519,,0.0,5521,33062554,,8170,41315788,,8519,,1.0,7529,,0.0,8519,,1.0,8170,31768743,,8070,16290229,,8070,11463053,
229,8070,31393362,,9519,,0.0,8071,33066395,,9071,41319413,,9519,,0.0,8529,,1.0,9519,,2.0,7519,,0.0,7519,,0.0,7519,,0.0
230,8071,31393545,,5521,35266576,,7529,,0.0,9070,41320201,,5521,33470416,,9529,,0.0,5521,32109899,,8519,,0.0,8519,,1.0,8519,,6.0
231,8070,31393561,,8071,35270565,,8529,,1.0,7519,,0.0,8071,33474774,,5520,28035885,,8071,32114888,,9519,,0.0,9519,,0.0,9519,,0.0
232,8071,31393645,,7529,,0.0,9529,,0.0,8519,,0.0,7529,,0.0,8171,28035886,,7529,,0.0,5521,31813743,,5521,16331949,,5521,11468921,
233,8070,31393668,,8529,,1.0,5520,33066396,,9519,,1.0,8529,,1.0,8271,28035886,,8529,,1.0,8071,31871155,,8071,22883363,,8071,11481171,
234,8071,31393727,,9529,,0.0,8171,33066396,,5521,41345788,,9529,,0.0,8270,28035959,,9529,,0.0,7529,,0.0,7529,,0.0,7529,,0.0
235,8070,31394139,,5520,35270566,,8271,33066396,,7071,41365719,,5520,33474775,,8070,28037518,,5520,32114889,,8529,,1.0,8529,,1.0,8529,,1.0
236,8170,31395584,,8171,35270566,,8070,33066420,,7070,41370451,,8171,33474775,,8170,28038887,,8171,32114889,,9529,,0.0,9529,,0.0,9529,,0.0
237,7519,,0.0,8271,35270566,,8071,33066446,,8071,41390235,,8271,33474775,,8071,28086889,,8271,32114889,,5520,31871155,,5520,22883364,,5520,11481172,
238,8519,,0.0,8270,35270639,,8270,33066469,,7529,,1.0,8270,33474848,,8070,28087263,,8270,32114962,,8171,31871156,,8171,22883365,,8171,11481172,
239,9519,,0.0,8070,35270982,,8070,33067907,,8529,,1.0,8070,33476577,,7519,,0.0,8070,32115278,,8271,31871156,,8271,22883365,,8271,11481172,
240,5521,31452584,,8170,35273567,,8170,33069398,,9529,,0.0,8170,33477776,,8519,,1.0,8071,32115295,,8070,31871186,,8270,22883438,,8270,11481245,
241,8071,31459809,,7519,,0.0,8071,33071093,,5520,41390236,,7519,,0.0,9519,,0.0,8070,32115355,,8270,31871229,,8070,22884349,,8070,11482661,
242,7529,,0.0,8519,,0.0,8070,33071208,,8171,41390236,,8519,,0.0,5521,28098887,,8071,32115390,,8071,31873136,,8071,22884507,,8170,11484173,
243,8529,,1.0,9519,,0.0,8071,33071448,,8271,41390236,,9519,,0.0,8071,28101565,,8070,32115420,,8170,31874157,,8070,22884923,,8071,11484192,
244,9529,,0.0,5521,35303567,,8070,33071873,,8270,41390309,,5521,33517776,,7529,,0.0,8071,32115666,,8070,31874301,,8071,22885376,,8070,11484960,
245,5520,31459810,,8071,35395529,,8071,33072592,,8070,41390765,,8071,33519610,,8529,,1.0,8070,32115737,,8071,31874751,,8070,22885397,,8071,11525262,
246,8171,31459811,,7529,,0.0,8070,33075306,,8071,41390780,,7529,,0.0,9529,,0.0,8071,32115763,,8070,31875020,,8071,22885910,,8070,11525686,
247,8271,31459811,,8529,,1.0,8071,33075347,,8070,41390842,,8529,,1.0,5520,28101566,,8070,32116615,,9071,31876899,,8170,22886366,,7071,11529278,
248,8270,31459884,,9529,,0.0,8070,33075980,,8071,41390872,,9529,,0.0,8171,28101567,,8170,32117890,,9070,31880564,,8070,22888307,,7070,11529312,
249,8070,31460503,,5520,35395530,,7519,,0.0,8070,41390939,,5520,33519611,,8271,28101567,,7519,,0.0,8071,31883567,,9071,22890992,,7071,11529552,
250,8071,31460552,,8171,35395531,,8519,,4.0,8071,41390962,,8171,33519611,,8270,28101640,,8519,,0.0,8070,31883716,,9070,22891315,,7070,11529601,
251,8070,31460568,,8271,35395531,,9519,,0.0,8070,41391039,,8271,33519611,,8070,28103285,,9519,,0.0,8071,31884027,,8071,22897864,,7071,11530092,
252,8071,31460738,,8270,35395604,,5521,33126398,,8071,41391067,,8270,33519684,,8170,28104568,,5521,32177890,,8070,31884306,,8070,22897970,,7070,11530178,
253,8070,31460751,,8070,35395846,,8071,33642010,,8070,41391375,,8070,33521373,,7519,,0.0,8071,32179272,,8071,31884574,,7519,,0.0,7071,11530195,
254,8071,31460928,,8071,35396254,,7529,,0.0,8071,41391400,,8170,33522612,,8519,,0.0,7529,,0.0,8070,31884936,,8519,,1.0,7070,11534932,
255,8070,31460957,,8070,35396269,,8529,,1.0,8070,41391460,,8071,33523092,,9519,,0.0,8529,,1.0,9071,31887507,,9519,,1.0,7071,11535640,
256,8071,31461022,,8071,35396344,,9529,,0.0,8071,41391515,,8070,33523124,,5521,28154568,,9529,,0.0,9070,31887535,,5521,22920366,,7070,11535806,
257,8070,31461079,,8070,35396405,,5520,33642011,,8070,41392909,,7519,,0.0,8071,28168623,,5520,32179273,,7519,,0.0,8071,25556892,,7071,11535814,
258,8071,31461473,,8071,35396450,,8171,33642012,,8170,41393238,,8519,,1.0,7529,,0.0,8171,32179274,,8519,,4.0,7529,,0.0,7070,11535859,
259,8070,31461541,,8070,35396508,,8271,33642012,,8071,41393744,,9519,,0.0,8529,,1.0,8271,32179274,,9519,,2.0,8529,,1.0,7071,11536026,
260,8170,31462812,,8071,35396546,,8270,33642085,,8070,41393917,,5521,33573612,,9529,,0.0,8270,32179347,,5521,31911157,,9529,,0.0,7070,11542859,
261,7519,,0.0,8070,35396622,,8070,33643245,,8071,41394029,,8071,33676764,,5520,28168623,,8170,32182275,,8071,31921959,,5520,25556893,,7071,11544121,
262,8519,,0.0,8071,35396668,,8170,33645014,,8070,41394229,,7529,,0.0,8171,28168624,,8070,32182456,,7529,,0.0,8171,25556894,,7519,,8.0
263,9519,,0.0,8070,35396705,,7519,,0.0,8071,41420699,,8529,,1.0,8271,28168624,,9071,32185360,,8529,,1.0,8271,25556894,,8519,,2.0
264,5521,31509812,,8071,35397907,,8519,,0.0,8070,41421515,,9529,,0.0,8270,28168697,,9070,32185402,,9529,,0.0,8270,25556967,,9519,,0.0
265,8071,31642143,,8070,35398222,,9519,,0.0,8071,41421563,,5520,33676765,,8070,28170458,,9071,32230338,,5520,31921960,,8070,25558548,,5521,11544173,
266,7529,,0.0,8071,35398245,,5521,33705014,,8070,41421598,,8171,33676766,,8170,28171625,,9070,32230574,,8171,31921960,,8071,25558894,,7070,11548356,
267,8529,,1.0,8070,35398477,,8071,33705689,,8071,41421827,,8271,33676766,,7519,,0.0,7519,,0.0,8271,31921960,,8070,25558980,,7071,11551913,
268,9529,,0.0,8170,35398532,,7529,,0.0,8070,41421898,,8270,33676839,,8519,,0.0,8519,,0.0,8070,31922021,,8071,25559025,,7070,11552372,
269,5520,31642144,,7519,,0.0,8529,,1.0,8071,41422566,,8070,33679460,,9519,,0.0,9519,,2.0,8270,31922033,,8070,25559058,,8071,11554292,
270,8171,31642144,,8519,,0.0,9529,,0.0,8070,41424656,,8170,33679767,,5521,28211625,,5521,32239275,,8071,31922069,,8170,25559895,,7529,,1.0
271,8271,31642144,,9519,,0.0,5520,33705690,,7071,41443968,,8071,33680527,,8071,28214413,,8071,32242094,,8070,31922177,,8071,25594827,,8529,,1.0
272,8070,31642174,,5521,35432532,,8171,33705691,,7070,41445487,,8070,33680533,,7529,,0.0,7529,,0.0,8071,31923038,,8070,25595132,,9529,,0.0
273,8270,31642217,,8071,35432836,,8271,33705691,,7071,41445590,,7519,,0.0,8529,,1.0,8529,,1.0,8070,31923495,,8071,25595488,,5520,11554293,
274,8170,31645145,,7529,,0.0,8270,33705764,,7070,41445669,,8519,,1.0,9529,,0.0,9529,,0.0,8071,31924039,,8070,25603059,,8171,11554294,
275,9071,31646390,,8529,,1.0,8070,33705801,,7071,41446816,,9519,,0.0,5520,28214414,,5520,32242095,,8070,31924054,,8071,25605821,,8271,11554294,
276,9070,31646657,,9529,,0.0,8071,33705971,,7070,41446855,,5521,33739767,,8171,28214415,,8171,32242095,,8071,31924087,,8070,25606038,,8270,11554367,
277,7519,,0.0,5520,35432837,,8070,33707757,,7071,41446886,,8071,33764486,,8271,28214415,,8271,32242095,,8070,31924168,,8071,25607398,,8070,11556432,
278,8519,,0.0,8171,35432837,,8170,33708692,,7070,41446918,,7529,,0.0,8270,28214488,,8270,32242168,,8170,31924961,,8070,25607536,,8071,11556450,
279,9519,,1.0,8271,35432837,,8071,33712560,,7071,41447137,,8529,,1.0,8070,28216190,,8070,32242793,,7071,31928505,,8071,25607554,,8070,11556464,
280,5521,31679145,,8270,35432910,,8070,33712606,,7070,41447256,,9529,,0.0,8170,28217416,,8071,32242824,,7070,31930355,,8070,25607601,,8071,11556527,
281,8071,31715581,,8070,35433059,,8071,33712946,,7071,41447383,,5520,33764486,,7519,,0.0,8070,32242874,,7519,,1.0,8071,25607710,,8170,11557295,
282,7529,,0.0,8071,35433075,,8070,33713043,,7070,41447395,,8171,33764487,,8519,,0.0,8071,32242915,,8519,,0.0,8070,25607749,,8070,11560245,
283,8529,,1.0,8070,35433126,,8071,33713338,,7071,41447744,,8271,33764487,,9519,,0.0,8070,32243340,,9519,,0.0,8071,25607777,,8071,11561022,
284,9529,,0.0,8071,35433738,,8070,33714192,,7070,41449370,,8270,33764560,,5521,28274416,,8170,32245096,,5521,31958961,,8070,25607943,,8070,11561890,
285,5520,31715582,,8070,35433759,,8071,33719460,,7071,41450023,,8070,33765423,,7071,28308404,,7519,,0.0,8071,32017603,,9071,25611720,,9071,11564019,
286,8171,31715584,,8071,35433947,,8070,33719475,,7070,41451288,,8170,33767488,,7070,28308540,,8519,,0.0,7529,,0.0,9070,25612684,,9070,11566125,
287,8271,31715584,,8070,35433975,,8071,33719541,,7071,41451384,,7519,,0.0,8071,28310420,,9519,,0.0,8529,,1.0,7519,,0.0,9071,11566876,
288,8270,31715657,,8071,35434053,,8070,33720165,,7070,41451446,,8519,,0.0,7529,,1.0,5521,32295096,,9529,,0.0,8519,,7.0,9070,11568192,
289,8070,31717438,,8070,35434079,,8071,33720777,,7071,41451745,,9519,,0.0,8529,,1.0,8071,32312416,,5520,32017604,,9519,,1.0,8071,11575429,
290,8170,31718585,,8071,35434159,,8070,33720828,,7070,41451940,,5521,33824488,,9529,,0.0,7529,,0.0,8171,32017605,,5521,25616896,,8070,11575628,
291,7519,,0.0,8070,35434729,,8071,33720832,,7519,,10.0,8071,33825387,,5520,28310421,,8529,,1.0,8271,32017605,,8071,25705332,,7519,,0.0
292,8519,,0.0,8170,35435838,,8070,33720836,,8519,,6.0,7529,,0.0,8171,28310422,,9529,,0.0,8270,32017678,,7529,,0.0,8519,,2.0
293,9519,,0.0,7519,,0.0,8071,33720900,,9519,,0.0,8529,,1.0,8271,28310422,,5520,32312417,,8070,32017980,,8529,,1.0,9519,,2.0
294,5521,31773585,,8519,,0.0,8070,33720952,,5521,41453238,,9529,,0.0,8270,28310495,,8171,32312418,,8071,32018011,,9529,,0.0,5521,11597295,
295,8071,31790064,,9519,,0.0,8071,33721038,,8071,41454192,,5520,33825388,,8070,28312449,,8271,32312418,,8070,32018031,,5520,25705332,,8071,11598133,
296,7529,,0.0,5521,35490838,,8070,33721091,,7529,,0.0,8171,33825389,,8071,28312705,,8270,32312491,,8071,32018388,,8171,25705333,,7529,,0.0
297,8529,,1.0,8071,35495009,,8071,33721135,,8529,,1.0,8271,33825389,,8170,28313423,,8070,32313535,,8070,32018414,,8271,25705333,,8529,,1.0
298,9529,,0.0,7529,,0.0,8070,33721200,,9529,,0.0,8270,33825462,,8070,28313871,,8170,32315419,,8071,32018490,,8270,25705406,,9529,,0.0
299,5520,31790065,,8529,,1.0,8071,33721476,,5520,41454192,,8070,33826922,,8071,28314001,,8071,32318829,,8070,32018507,,8070,25706802,,5520,11598133,
300,8171,31790065,,9529,,0.0,8070,33722042,,8171,41454193,,8170,33828390,,8070,28325143,,8070,32319261,,8071,32018586,,8170,25708334,,8171,11598134,
301,8271,31790065,,5520,35495010,,8071,33724350,,8271,41454193,,8071,33832001,,8071,28326169,,9071,32325331,,8070,32018615,,8071,25731513,,8271,11598134,
302,8070,31790103,,8171,35495011,,8070,33726062,,8270,41454266,,8070,33832233,,8070,28326187,,9070,32325903,,8071,32018681,,8070,25731611,,8270,11598208,
303,8270,31790138,,8271,35495011,,8071,33726103,,8070,41455093,,7519,,0.0,8071,28326567,,9071,32334899,,8070,32018724,,8071,25731994,,8070,11600166,
304,8071,31790188,,8270,35495084,,8070,33727107,,8071,41455126,,8519,,1.0,8070,28330539,,9070,32335072,,8071,32018771,,8070,25733439,,8071,11600217,
305,8070,31790294,,8070,35495165,,8071,33728236,,8070,41455184,,9519,,0.0,8071,28330583,,7519,,0.0,8070,32019119,,7519,,0.0,8070,11600434,
306,8071,31790333,,8071,35495941,,8070,33728254,,8071,41455224,,5521,33862390,,8070,28330783,,8519,,1.0,8071,32019334,,8519,,2.0,8071,11600869,
307,8070,31790372,,8070,35495975,,8071,33728400,,8070,41455286,,8071,33864697,,8071,28332545,,9519,,2.0,8070,32019388,,9519,,0.0,8170,11601135,
308,8071,31790405,,8170,35498012,,8070,33728687,,8071,41455333,,7529,,0.0,8070,28332587,,5521,32345419,,8071,32019889,,5521,25738334,,8070,11601318,
309,8070,31790467,,7519,,0.0,8071,33728883,,8070,41455380,,8529,,1.0,7519,,0.0,8071,32353625,,8070,32020324,,8071,25740199,,9071,11612962,
310,8071,31791251,,8519,,0.0,8070,33729402,,8071,41455762,,9529,,0.0,8519,,5.0,7529,,0.0,8170,32020606,,7529,,0.0,9070,11613182,
311,8070,31791495,,9519,,0.0,8071,33729674,,8070,41456014,,5520,33864698,,9519,,0.0,8529,,1.0,7519,,0.0,8529,,1.0,8071,11614394,
312,8170,31793067,,5521,35530012,,8070,33729754,,8170,41457195,,8171,33864699,,5521,28360423,,9529,,0.0,8519,,0.0,9529,,0.0,8070,11614688,
313,7519,,0.0,8071,35538172,,8071,33729783,,8071,41498192,,8271,33864699,,8071,28368480,,5520,32353626,,9519,,0.0,5520,25740200,,8071,11640626,
314,8519,,0.0,7529,,0.0,8070,33730147,,8070,41498530,,8270,33864772,,7529,,0.0,8171,32353626,,5521,32080606,,8171,25740200,,8070,11640962,
315,9519,,0.0,8529,,1.0,8071,33731320,,7519,,0.0,8070,33867185,,8529,,1.0,8271,32353626,,8071,32090179,,8271,25740200,,8071,11653260,
316,5521,31850067,,9529,,0.0,8070,33734029,,8519,,1.0,8170,33867700,,9529,,0.0,8070,32353645,,7529,,0.0,8270,25740273,,8070,11653337,
317,8071,31958226,,5520,35538173,,8071,33738812,,9519,,0.0,7519,,0.0,5520,28368481,,8071,32353669,,8529,,1.0,8070,25743054,,8071,11653385,
318,7529,,0.0,8171,35538173,,8070,33738963,,5521,41508195,,8519,,0.0,8171,28368481,,8270,32353699,,9529,,0.0,8170,25743201,,8070,11653664,
319,8529,,1.0,8271,35538173,,8071,33740085,,8071,41515215,,9519,,0.0,8271,28368481,,8070,32355046,,5520,32090180,,8071,25743403,,7519,,0.0
320,9529,,0.0,8270,35538246,,8070,33740280,,7529,,0.0,5521,33927700,,8070,28368505,,8071,32355089,,8171,32090181,,8070,25743856,,8519,,4.0
